"","PROM_GRAL_2018","PROM_GRAL_2019","GEN_ALU","ASISTENCIA_2018"
"75221",5.2,4.7,"1",83
"75222",5.8,6.1,"1",93
"75223",5.4,5.2,"1",95
"75224",6,6.2,"2",99
"75225",5.2,4.7,"1",89
"75226",5.1,5.5,"1",94
"75227",6.7,6,"2",95
"75228",6.1,6,"2",98
"75229",6.1,6.2,"2",83
"75230",6.4,6.6,"2",95
"75231",6.3,6.4,"1",99
"75232",5.3,5.5,"1",93
"75233",5.3,6.4,"1",100
"75234",5.7,5.6,"1",90
"75235",6.3,6.3,"2",86
"75236",5.8,6,"1",98
"75237",6.6,6.6,"2",89
"75238",5,4.7,"1",95
"75239",5.8,4.9,"2",99
"75240",6,5.7,"1",86
"75241",6,6.4,"1",97
"75242",4.4,3.5,"2",85
"75243",5,4.5,"1",91
"75244",6.7,6.7,"2",94
"75245",5.2,5.5,"2",50
"75246",4.9,5.1,"1",96
"75247",5.7,6.1,"1",96
"75248",5.5,5.7,"1",80
"75249",5.7,5.5,"2",93
"75250",4.9,5,"1",97
"75251",4.7,5,"1",88
"75252",5.8,5.9,"1",96
"75253",4.9,5,"1",91
"75254",6.5,6.5,"2",96
"75255",5.3,4.9,"2",98
"75256",6,6,"1",94
"75257",5.6,5,"2",98
"75258",4.9,5.7,"1",98
"75259",6.7,6.8,"1",99
"75260",5.7,5.4,"2",99
"75261",5.8,5.5,"2",88
"75262",5.6,5.2,"2",95
"75263",5.5,5.5,"2",97
"75264",4.8,5.3,"1",100
"75265",5.9,5.5,"2",82
"75266",6.1,5.9,"2",84
"75267",6.3,6.4,"2",99
"75268",5.7,5.7,"1",99
"75269",5.5,6.2,"2",98
"75270",6.4,6.3,"1",100
"75271",5.4,5.8,"2",98
"75272",5,5.3,"2",86
"75273",6,6.2,"2",97
"75274",5.4,5.6,"2",92
"75275",6.5,6.7,"2",88
"75276",5.4,5.2,"1",90
"75277",5,5.1,"2",68
"75278",6.4,6.5,"2",89
"75279",6.4,6.5,"2",95
"75280",6.7,6.7,"1",100
"75281",5.3,5.6,"2",88
"75282",5.6,5.7,"2",94
"75283",6.4,6.4,"2",92
"75284",6.4,5.8,"2",96
"75285",6.2,6.2,"2",94
"75286",5,4.9,"1",93
"75287",5.7,5.5,"1",88
"75288",5.3,5.6,"1",97
"75289",6.2,5.5,"2",99
"75290",5.8,6.1,"2",99
"75291",5.9,5.4,"1",99
"75292",4.7,5.5,"1",98
"75293",5.9,5.7,"1",91
"75294",4.9,5.3,"1",77
"75295",6.6,6,"1",99
"75296",5.6,5.6,"2",100
"75297",4.5,4.9,"1",91
"75298",5.8,5.7,"1",97
"75299",6.7,6.7,"2",93
"75300",5.5,5.3,"1",99
"75301",6.3,5.6,"1",86
"75302",5.5,5.3,"1",97
"75303",6.1,6.4,"2",95
"75304",5.2,5,"1",97
"75305",5.6,5.3,"2",98
"75306",5.7,5.2,"2",89
"75307",4.8,4.9,"2",93
"75308",5.2,5.1,"2",90
"75309",4.9,4.9,"1",88
"75310",5.2,5.2,"1",84
"75311",6.2,5.5,"1",99
"75312",5.7,5.9,"2",95
"75313",5.3,6.3,"1",96
"75314",4.7,4.9,"1",98
"75315",6.5,5.9,"1",98
"75316",5.2,5.2,"1",84
"75317",5.7,5,"1",85
"75318",5.5,5.5,"2",93
"75319",5.7,5.5,"1",96
"75320",4.9,5,"1",96
"75321",6.4,6.7,"1",96
"75322",5.1,5,"2",91
"75323",5.8,4.5,"1",91
"75324",6.4,6.5,"1",99
"75325",6,6.6,"1",100
"75326",5.4,6,"2",100
"75327",5,4.6,"1",91
"75328",6.8,6.8,"2",98
"75329",6,6.4,"2",85
"75330",5.7,6.2,"2",96
"75331",6.1,5.6,"1",90
"75332",6.4,6.5,"1",98
"75333",5.1,4.7,"1",86
"75334",5.6,5.8,"1",77
"75335",4.7,4.9,"2",86
"75336",5.9,5.3,"2",98
"75337",5.6,5.1,"2",93
"75338",6.1,6,"2",97
"75339",5.4,5.1,"1",98
"75340",5.4,5.3,"2",85
"75341",6.6,5.6,"2",98
"75342",5.4,5,"2",91
"75343",5.8,5.8,"2",95
"75344",5.8,5.5,"2",96
"75345",6.8,6.9,"2",97
"75346",6.4,5.5,"2",98
"75347",6.4,5.9,"2",97
"75348",6.5,6.2,"2",94
"75349",5.7,5.4,"1",96
"75350",5.7,5.8,"1",94
"75351",5.1,4.5,"2",94
"75352",5.5,5.8,"2",90
"75353",5.2,5.5,"1",93
"75354",5.5,5.4,"1",99
"75355",6.2,6.2,"2",98
"75356",6.9,6.9,"2",97
"75357",5.7,5.7,"1",98
"75358",5.3,5.3,"2",81
"75359",6.1,6.1,"1",98
"75360",6.4,6.2,"1",99
"75361",5.3,4.7,"1",92
"75362",6.1,6.2,"2",95
"75363",6,4.8,"2",86
"75364",5.1,4.4,"1",97
"75365",5.2,4.9,"1",92
"75366",6.2,6.5,"1",100
"75367",6,6.1,"2",97
"75368",6.1,6.1,"2",99
"75369",5.5,5.7,"2",100
"75370",4.8,4.9,"1",94
"75371",6,6.2,"1",93
"75372",5.4,5.5,"2",99
"75373",6.6,6.1,"2",91
"75374",6.1,5.2,"1",97
"75375",6.6,6.6,"2",98
"75376",4.4,5,"2",85
"75377",6,5.4,"2",94
"75378",6.3,5.9,"1",94
"75379",5.6,5.3,"2",98
"75380",6,6.1,"2",97
"75381",6.4,6.4,"1",98
"75382",5.6,5.5,"1",87
"75383",5.4,5.3,"2",97
"75384",5.4,5.8,"2",98
"75385",6.6,6.4,"1",99
"75386",4.8,5,"2",93
"75387",5.6,5.2,"1",98
"75388",5.6,5,"2",98
"75389",5.4,5.2,"2",96
"75390",6.4,5.8,"2",98
"75391",5.8,5.6,"1",92
"75392",6.6,6.7,"1",100
"75393",4.7,5,"1",95
"75394",6.2,6.2,"1",93
"75395",5.7,5.6,"1",87
"75396",6.5,6.5,"2",92
"75397",4.9,4.8,"1",100
"75398",6.5,6.4,"2",96
"75399",4.7,4.6,"2",80
"75400",5.8,6.2,"1",92
"75401",6.5,6.2,"2",97
"75402",5.6,5.8,"1",96
"75403",6,5.9,"2",99
"75404",6,5.8,"2",100
"75405",5.5,5.7,"1",98
"75406",6.9,6.9,"2",88
"75407",6.2,6,"1",96
"75408",5.6,6,"1",75
"75409",5.1,5.2,"2",64
"75410",6.1,6.4,"2",88
"75411",5.6,5.7,"1",92
"75412",5.7,6,"2",86
"75413",5.4,5.6,"2",90
"75414",5.9,5.7,"2",86
"75415",5.9,5.9,"1",99
"75416",5.8,6.2,"2",89
"75417",4.9,4.8,"1",100
"75418",6.6,6.2,"2",94
"75419",6.7,6.5,"2",100
"75420",6.3,4.9,"2",100
"75421",5.2,4.4,"1",86
"75422",5.1,5.1,"1",95
"75423",5.3,4.4,"1",90
"75424",5.6,5.6,"1",100
"75425",6.1,6.1,"1",94
"75426",5.8,5.8,"1",98
"75427",5.2,5.3,"1",99
"75428",6.1,6.2,"2",92
"75429",5.1,4.9,"1",93
"75430",5.6,5.3,"2",91
"75431",6.7,5.8,"1",90
"75432",6,5.5,"2",90
"75433",6.4,6,"2",97
"75434",6.1,6,"2",94
"75435",5.7,3.3,"2",72
"75436",5.1,5.4,"1",90
"75437",5.5,5.3,"2",91
"75438",5,4.7,"1",82
"75439",5.3,4.4,"2",95
"75440",5.4,5.2,"1",88
"75441",4.8,5,"1",91
"75442",6.4,6.3,"1",100
"75443",5.1,5.5,"2",91
"75444",5.3,5,"1",95
"75445",5.4,5.2,"1",94
"75446",6.2,6.4,"1",94
"75447",6.1,5,"1",99
"75448",5.3,5,"1",92
"75449",6.3,6.3,"2",98
"75450",5.1,5.1,"2",98
"75451",5.2,5.5,"2",92
"75452",5.4,5.4,"2",98
"75453",5,4.8,"1",93
"75454",5.2,5.6,"2",77
"75455",5.3,4.9,"2",99
"75456",5.9,5.5,"1",99
"75457",5.6,5.8,"1",99
"75458",4.7,4.8,"1",93
"75459",5.7,5,"1",84
"75460",5.7,5.8,"1",95
"75461",6.1,6.1,"2",96
"75462",5.6,4.9,"1",91
"75463",6.7,6.5,"2",99
"75464",5.1,5.4,"2",89
"75465",5.9,6.1,"2",97
"75466",6,5.9,"1",86
"75467",5.6,5.8,"1",94
"75468",6.5,6.6,"1",99
"75469",6.1,5.5,"1",99
"75470",6.1,5.6,"1",94
"75471",6.4,6.3,"1",93
"75472",5.3,5.2,"2",97
"75473",5.6,5.7,"2",81
"75474",5.9,5.5,"2",83
"75475",5.3,5.5,"2",96
"75476",6.3,5.9,"2",96
"75477",5,5,"1",97
"75478",5.2,5.4,"2",93
"75479",5.4,5.1,"2",90
"75480",5.1,2,"2",85
"75481",5.5,5,"1",99
"75482",4.7,4.8,"1",97
"75483",5.7,5.8,"1",90
"75484",5.2,4.4,"1",92
"75485",6.2,6,"1",99
"75486",5.9,5.4,"2",94
"75487",5.2,5.2,"2",87
"75488",6.8,6.8,"2",90
"75489",5.9,5.8,"2",91
"75490",5.9,5.3,"2",90
"75491",5.6,5.9,"1",95
"75492",6.1,6,"2",100
"75493",6.4,6.3,"2",98
"75494",6,5.9,"1",94
"75495",5.5,5.6,"2",90
"75496",4.8,5,"1",91
"75497",5.6,5.2,"2",98
"75498",5.3,5.2,"1",95
"75499",5.8,5.7,"2",95
"75500",5.3,5.4,"1",99
"75501",6.1,6.4,"2",99
"75502",6.4,6.6,"2",98
"75503",6.6,5.6,"2",99
"75504",5.6,4.1,"1",96
"75505",5.8,6,"2",94
"75506",6.9,7,"1",100
"75507",5,4.5,"1",95
"75508",5.2,5.7,"2",97
"75509",5.7,5.2,"1",99
"75510",5.8,5.4,"1",94
"75511",5.7,5.5,"2",82
"75512",6.2,6.4,"1",97
"75513",6,6.3,"1",99
"75514",5.4,5.9,"2",96
"75515",5.4,5.2,"2",91
"75516",4.7,5.8,"1",99
"75517",5.3,5.1,"2",97
"75518",5.6,5.6,"1",90
"75519",6,6,"1",94
"75520",6,6.3,"1",99
"75521",5.4,5.5,"2",79
"75522",5.9,5.9,"1",98
"75523",6.3,5.5,"2",99
"75524",5.1,5.5,"1",89
"75525",5.7,5.4,"1",83
"75526",5.8,5.1,"1",92
"75527",6.2,6.1,"1",95
"75528",5.5,5.1,"2",90
"75529",5.8,6.1,"1",90
"75530",5.3,5.1,"1",89
"75531",5.7,5.5,"2",89
"75532",5.3,5.7,"2",100
"75533",6.5,6.4,"1",100
"75534",5.1,5.3,"1",98
"75535",5.4,5.1,"1",96
"75536",5,5.4,"1",97
"75537",5.3,5.1,"1",95
"75538",5.5,5.9,"1",99
"75539",6.1,6.2,"1",86
"75540",6.7,6.2,"2",99
"75541",5.5,4.7,"1",96
"75542",5.1,5,"2",73
"75543",6.3,6.4,"1",99
"75544",6.6,6.8,"2",93
"75545",5.9,6.2,"1",94
"75546",6.3,6.4,"1",96
"75547",5.7,6.1,"1",96
"75548",6.1,5.9,"1",99
"75549",5.7,5.5,"1",97
"75550",5.6,5.8,"1",96
"75551",6.5,7,"2",91
"75552",6.1,5.9,"1",95
"75553",5.5,5.4,"1",94
"75554",5.3,4.9,"1",91
"75555",5.8,5.1,"2",100
"75556",5.5,5.9,"1",97
"75557",5.1,4.9,"1",96
"75558",4.8,5.2,"1",86
"75559",6.5,6.2,"2",97
"75560",5.4,4.9,"2",80
"75561",5.1,3.1,"2",87
"75562",5.9,5.3,"1",94
"75563",5.5,5.4,"1",95
"75564",5.5,5.1,"2",99
"75565",5.9,5.9,"2",92
"75566",5.9,5.6,"1",90
"75567",6.2,5.8,"1",92
"75568",4.9,5.2,"2",88
"75569",5.7,5.3,"1",97
"75570",5.9,5.6,"1",98
"75571",6.6,6.5,"1",99
"75572",5.3,5.4,"2",91
"75573",6.9,6.8,"1",100
"75574",6,5.6,"2",89
"75575",4.7,4.8,"2",99
"75576",6.6,6.7,"2",94
"75577",5.8,6,"2",98
"75578",6.9,6.7,"2",100
"75579",5.3,5.7,"2",96
"75580",6,6.2,"2",88
"75581",5,4.9,"2",69
"75582",5.3,5.1,"2",85
"75583",5.2,5.2,"1",91
"75584",6.5,6.5,"1",98
"75585",5.6,5.1,"2",93
"75586",5.3,4.4,"1",96
"75587",6.5,5.9,"1",93
"75588",6.2,5.6,"2",96
"75589",6.8,6.5,"2",89
"75590",6.2,6.1,"1",95
"75591",6.1,6,"2",98
"75592",5.5,5.9,"2",99
"75593",5.9,5.5,"1",90
"75594",6.6,6.3,"1",93
"75595",5.4,6.4,"2",100
"75596",6.2,6.2,"2",99
"75597",5.9,6.6,"1",97
"75598",6,5.6,"2",88
"75599",6,5.8,"1",93
"75600",6,6.1,"2",98
"75601",4.7,4.8,"1",91
"75602",5.8,5.9,"1",95
"75603",6.3,6.8,"1",100
"75604",5.1,4.7,"1",94
"75605",6.1,6.1,"2",97
"75606",5,5.2,"1",98
"75607",6.4,6.4,"1",100
"75608",5.5,4.9,"2",90
"75609",4.8,4.9,"2",61
"75610",5.8,5.6,"1",90
"75611",5.6,5.8,"2",96
"75612",5.6,5.8,"1",96
"75613",5.1,5.3,"1",93
"75614",5.6,6,"1",94
"75615",6.4,5.6,"2",93
"75616",5.1,5.5,"2",85
"75617",6.6,6.3,"1",94
"75618",6.2,5.4,"2",98
"75619",4.9,5.6,"2",91
"75620",6,5.8,"1",98
"75621",5.4,5.4,"1",97
"75622",6.4,6.4,"1",95
"75623",6.3,6.3,"2",94
"75624",5.7,5.7,"2",95
"75625",6.4,6.6,"2",88
"75626",5.4,5.4,"2",85
"75627",6.2,6.3,"1",98
"75628",6.4,5.9,"2",89
"75629",6.2,6.2,"2",96
"75630",5.1,5.1,"2",98
"75631",6.1,6.5,"2",97
"75632",4.9,5.6,"2",75
"75633",5,4.6,"1",93
"75634",4.9,5.1,"1",91
"75635",5.5,5,"1",96
"75636",6,5.6,"2",97
"75637",5.6,5.3,"1",94
"75638",4.8,5.2,"1",99
"75639",5.2,5.5,"1",91
"75640",5.3,5.1,"2",96
"75641",5.4,5.2,"2",95
"75642",5.9,6.1,"1",88
"75643",5.2,5.5,"1",90
"75644",5.1,5.1,"2",91
"75645",5.2,4.4,"1",93
"75646",5.4,5,"1",98
"75647",5.2,4.9,"2",47
"75648",5.1,5.6,"2",86
"75649",6.4,6.5,"1",92
"75650",5.3,5.1,"1",95
"75651",5.5,5.6,"2",90
"75652",5.2,3.7,"1",92
"75653",5.2,5.3,"2",99
"75654",5.2,5.5,"1",82
"75655",5.6,5.5,"2",84
"75656",6.4,5.9,"1",98
"75657",5.8,5.8,"1",99
"75658",4.4,4.7,"1",80
"75659",6.4,6.5,"2",100
"75660",5.6,6,"2",87
"75661",5.7,5.6,"1",98
"75662",5,5,"2",91
"75663",5.7,6,"1",93
"75664",5.3,5.4,"1",90
"75665",6.3,6.1,"2",94
"75666",5.5,5.4,"2",93
"75667",6.3,6.4,"1",92
"75668",5.4,5.7,"1",88
"75669",5.8,5.8,"1",99
"75670",5.5,4.9,"2",92
"75671",5.4,6,"2",93
"75672",6,5.9,"1",95
"75673",6.2,6.2,"1",91
"75674",5.6,5.5,"1",95
"75675",5.2,5.3,"1",95
"75676",5.9,5.5,"1",97
"75677",6.2,6.3,"1",88
"75678",5.4,5.4,"2",90
"75679",5.5,5.4,"1",93
"75680",5.1,5.6,"2",89
"75681",5.8,4.9,"1",95
"75682",5.8,6.4,"2",95
"75683",5.7,6,"2",97
"75684",5,5.1,"2",89
"75685",5.4,5.1,"1",73
"75686",5.6,5.3,"2",95
"75687",5.8,6.4,"1",77
"75688",5.7,4.9,"2",94
"75689",5.1,5.5,"2",93
"75690",6.4,6.3,"2",95
"75691",5.1,4.7,"2",90
"75692",5.4,5.4,"2",87
"75693",5.2,5.5,"1",96
"75694",5.6,5.2,"1",97
"75695",6,6,"1",97
"75696",6.2,6.5,"2",95
"75697",5.9,6.4,"2",99
"75698",6.3,6.5,"2",99
"75699",6.3,6.4,"1",95
"75700",6.3,6,"2",94
"75701",4.8,5,"2",99
"75702",4.7,5.1,"2",92
"75703",5.9,5.7,"2",98
"75704",5.4,5.3,"1",83
"75705",5.1,5.8,"2",96
"75706",5.5,5.9,"2",82
"75707",5.6,5.5,"1",97
"75708",5.6,5.5,"1",81
"75709",5.1,4.6,"1",73
"75710",6.2,6.2,"2",89
"75711",5.4,5.4,"1",94
"75712",5.4,5.3,"1",81
"75713",6.2,6.2,"2",100
"75714",6.9,7,"1",97
"75715",5.2,5.2,"2",93
"75716",6.1,6,"1",99
"75717",4.8,4.6,"1",93
"75718",5.7,5.7,"2",94
"75719",6.1,6,"1",88
"75720",5.8,5.4,"1",92
"75721",6.2,5.6,"1",82
"75722",4.7,4.7,"1",90
"75723",4.9,4.5,"2",89
"75724",5.6,6,"2",89
"75725",4.5,4.5,"1",90
"75726",6.2,6.2,"1",94
"75727",6.1,5.6,"2",99
"75728",6.4,6.5,"1",93
"75729",5.8,6.1,"1",95
"75730",5.8,5.9,"1",87
"75731",6,5.8,"2",99
"75732",5.9,5.3,"2",95
"75733",5.9,5,"1",88
"75734",5.3,5.3,"2",94
"75735",5.6,4.5,"1",80
"75736",5.7,6.3,"1",100
"75737",6.3,6.4,"2",99
"75738",6.2,6,"1",96
"75739",5.1,5.8,"2",95
"75740",5.7,5.6,"2",97
"75741",6.1,5.9,"2",95
"75742",5.1,4.9,"1",97
"75743",5.5,5.5,"1",96
"75744",5.2,4.7,"2",98
"75745",5.8,6,"1",94
"75746",6.3,6.3,"1",92
"75747",5.5,5.7,"2",86
"75748",5.1,5.6,"2",92
"75749",6.4,6.6,"2",92
"75750",5.3,5.7,"2",85
"75751",5.9,6,"1",91
"75752",6.6,6.5,"2",97
"75753",5.3,5.6,"2",98
"75754",6.4,6.3,"1",100
"75755",5.8,5.5,"1",99
"75756",6,5.1,"2",90
"75757",6.5,6.1,"1",100
"75758",6.5,6.4,"2",97
"75759",5.3,5.4,"2",98
"75760",6.2,6.3,"2",96
"75761",5.6,5.4,"1",98
"75762",5.7,4.8,"1",93
"75763",5.7,5.7,"2",98
"75764",5.3,5.1,"1",86
"75765",6.7,6.5,"2",88
"75766",4.8,4.8,"1",62
"75767",5.3,4.8,"1",93
"75768",5.9,5.3,"1",99
"75769",5.9,5.4,"2",94
"75770",6.1,6.3,"2",100
"75771",4.9,4.6,"2",95
"75772",5,5,"1",94
"75773",5.7,5.7,"2",89
"75774",6.4,5.9,"2",100
"75775",6.1,6.2,"1",100
"75776",5.7,5.8,"1",77
"75777",6.7,6.3,"2",90
"75778",5,5.6,"1",83
"75779",5.3,5,"2",99
"75780",5.2,5.1,"1",97
"75781",5.3,5.4,"1",95
"75782",5.2,5.2,"1",92
"75783",6.1,6.5,"1",98
"75784",5.5,5.2,"1",86
"75785",6.6,6.5,"2",97
"75786",5.6,5.2,"2",84
"75787",5.1,5.7,"2",94
"75788",6.5,6,"2",100
"75789",5.3,5,"1",86
"75790",6.1,6.4,"2",98
"75791",4.8,4.8,"1",92
"75792",5.8,6.2,"1",98
"75793",6.6,6.8,"2",97
"75794",6.2,5.9,"1",96
"75795",5,5.6,"1",94
"75796",5.9,6.2,"2",98
"75797",5.2,5.3,"1",90
"75798",6.4,6.7,"2",94
"75799",5,5.1,"1",91
"75800",6.1,5.7,"1",99
"75801",6.9,6.9,"1",100
"75802",6.1,5.7,"1",97
"75803",5.4,5.9,"2",79
"75804",4.7,5.8,"1",71
"75805",4.9,4.1,"2",87
"75806",6.2,6.4,"2",86
"75807",4.9,4.1,"2",92
"75808",5.8,6.1,"2",99
"75809",5.7,6,"1",98
"75810",5.1,2.6,"1",85
"75811",5.3,5.2,"2",91
"75812",4.8,5.5,"2",90
"75813",5.2,5.3,"1",99
"75814",5,4.8,"2",83
"75815",5.1,6.5,"1",92
"75816",5.1,5.4,"1",95
"75817",6.1,5.8,"2",98
"75818",5.2,5.8,"1",98
"75819",6.1,5.9,"1",96
"75820",5.7,6.2,"2",91
"75821",5.8,6.1,"1",97
"75822",5.3,5.9,"1",89
"75823",5.6,5.1,"1",98
"75824",5.3,5.5,"2",99
"75825",5.9,5.7,"2",100
"75826",6.5,6.4,"2",98
"75827",5.1,5.1,"1",91
"75828",4.8,4.8,"1",92
"75829",5.5,5.4,"2",99
"75830",6.2,6,"1",92
"75831",5.5,5.5,"2",93
"75832",5.7,5.2,"1",97
"75833",5.8,5.9,"2",94
"75834",5.9,6.2,"2",99
"75835",4.9,5,"1",89
"75836",5.6,5.3,"1",93
"75837",6.4,6.2,"2",89
"75838",5.2,6,"2",91
"75839",6,6.1,"2",97
"75840",6.6,6.5,"2",97
"75841",6.8,6.8,"2",100
"75842",6.2,6.6,"2",90
"75843",5.7,5.7,"1",75
"75844",6.2,5.4,"1",96
"75845",4.7,4.9,"2",90
"75846",6.4,6.7,"1",95
"75847",6.6,6.7,"1",90
"75848",6.4,6.6,"1",93
"75849",5.4,5.5,"2",97
"75850",5.2,5.1,"1",86
"75851",5.5,5.5,"2",87
"75852",5.8,4.8,"2",80
"75853",5.3,4.8,"2",97
"75854",6.3,6.4,"2",98
"75855",6.1,6.1,"2",99
"75856",5.4,3.3,"1",85
"75857",4.8,5.4,"2",82
"75858",5.3,4.8,"2",80
"75859",6.9,6.2,"1",99
"75860",5,5.5,"1",97
"75861",5.8,5.8,"1",94
"75862",5.3,6,"1",90
"75863",5.2,5,"1",94
"75864",6.9,6.9,"2",80
"75865",5.3,5.1,"1",97
"75866",5.5,5.7,"2",99
"75867",5.8,4.8,"2",95
"75868",5.9,6.5,"2",98
"75869",5.1,5.4,"2",93
"75870",6.2,6.4,"1",91
"75871",5.5,5.3,"2",98
"75872",6,6,"2",94
"75873",6.2,5.6,"2",87
"75874",6.3,6.4,"1",95
"75875",5.9,6.2,"1",98
"75876",5.7,5.9,"1",94
"75877",5.6,6,"2",99
"75878",5.2,5.8,"2",98
"75879",6.4,6.2,"2",97
"75880",5.8,6,"2",95
"75881",5.2,5.1,"1",97
"75882",6.3,5.9,"2",96
"75883",5.7,5.6,"1",87
"75884",5.8,5.9,"2",96
"75885",5.8,5.7,"2",99
"75886",4.9,4.5,"1",85
"75887",5.2,5.6,"1",92
"75888",5.9,5.7,"2",95
"75889",6.7,6.5,"1",99
"75890",5,4.7,"1",88
"75891",5.4,5.2,"1",92
"75892",6.1,6.2,"2",90
"75893",4.8,4.7,"2",92
"75894",5.1,5.2,"1",66
"75895",6.3,5.3,"1",86
"75896",4.8,4.6,"1",94
"75897",5.6,5.3,"2",96
"75898",6.1,6.3,"2",100
"75899",5.6,6.2,"1",96
"75900",5.6,5.7,"2",91
"75901",5.9,5.9,"1",100
"75902",6.7,6.4,"2",98
"75903",5.9,5.8,"2",97
"75904",5.3,5.4,"2",97
"75905",5.4,5.5,"2",93
"75906",5.7,5.7,"1",100
"75907",5.2,5.1,"2",98
"75908",5.6,5.9,"2",93
"75909",5.5,6.1,"2",79
"75910",6.7,5.6,"1",100
"75911",6.5,6.5,"1",93
"75912",5.4,4.5,"1",89
"75913",5.7,4.8,"2",91
"75914",5,5.1,"2",99
"75915",5,5,"1",83
"75916",5.9,6.5,"1",98
"75917",6.1,6,"1",85
"75918",5.1,5.2,"2",100
"75919",6.2,5.9,"1",99
"75920",6.4,6,"1",91
"75921",5.1,5.3,"2",100
"75922",6.6,6.8,"2",82
"75923",6.7,6.1,"2",100
"75924",5.9,5.7,"1",98
"75925",6.6,6.5,"2",98
"75926",5.5,5.5,"1",99
"75927",6,6,"2",95
"75928",5.7,4.7,"2",97
"75929",5.8,5.7,"2",93
"75930",6,5.5,"2",100
"75931",6.7,6.3,"1",98
"75932",6.3,5.5,"1",100
"75933",6.4,6.4,"1",95
"75934",6.2,6.5,"1",87
"75935",6.7,5.7,"2",93
"75936",5.5,5.5,"2",96
"75937",5.5,5.3,"2",98
"75938",5.7,5.6,"1",97
"75939",6.3,5.8,"1",74
"75940",5.8,5.4,"1",85
"75941",6.5,6.5,"2",98
"75942",5,5.2,"1",96
"75943",6.1,6.3,"2",98
"75944",5.3,4.9,"1",83
"75945",5.6,5,"1",93
"75946",6.2,6,"2",94
"75947",5.7,5.4,"2",95
"75948",6.7,6.8,"2",99
"75949",5.4,5.4,"1",91
"75950",5.7,4.9,"1",97
"75951",5.6,5.3,"1",99
"75952",5,5,"2",93
"75953",5.3,4.8,"1",80
"75954",5.1,4.5,"1",87
"75955",5.5,5.9,"2",91
"75956",5.9,5.8,"2",99
"75957",5.6,5.9,"2",85
"75958",6.8,6.7,"2",99
"75959",5.2,5.1,"1",95
"75960",5.6,5.5,"1",100
"75961",6.3,6.4,"2",94
"75962",5.3,5.4,"1",100
"75963",5.7,5,"1",87
"75964",5.1,4.9,"1",97
"75965",6.1,6.4,"1",99
"75966",5.8,5.8,"2",94
"75967",5.5,6,"1",94
"75968",5.8,5.4,"2",99
"75969",5.5,5.1,"1",100
"75970",5,5.1,"1",95
"75971",5.3,5.3,"1",86
"75972",5.3,5.4,"2",94
"75973",6.4,5,"1",74
"75974",6.2,6.6,"2",92
"75975",4.7,4.6,"1",99
"75976",5.3,4.7,"1",86
"75977",5.7,5.5,"2",98
"75978",6.1,6.4,"2",98
"75979",5.8,6,"1",85
"75980",5.7,6.3,"1",88
"75981",6.3,5.8,"1",98
"75982",6,5.9,"2",98
"75983",5,5.5,"1",91
"75984",5.3,5.5,"1",100
"75985",6.3,6.5,"2",95
"75986",5.2,4.6,"1",97
"75987",6,5.4,"2",90
"75988",5,4.7,"1",99
"75989",6,6.2,"1",91
"75990",6.3,6.6,"1",97
"75991",4.7,3.3,"1",71
"75992",6.1,6,"1",88
"75993",5.7,5.6,"1",96
"75994",5.4,5,"1",86
"75995",4.9,5,"2",98
"75996",5.3,3.8,"2",86
"75997",6.1,6,"2",99
"75998",6.8,6.7,"2",99
"75999",6.7,6.7,"1",94
"76000",5.8,5.2,"1",99
"76001",5.3,5.3,"1",91
"76002",4.7,5,"2",93
"76003",5.9,6.4,"1",96
"76004",4.6,5.2,"2",77
"76005",5.6,5.6,"1",90
"76006",5.9,5.7,"1",87
"76007",5.7,5.6,"1",98
"76008",4.7,5.2,"1",98
"76009",6,4.6,"1",75
"76010",5,5.1,"1",98
"76011",6.4,6.6,"2",94
"76012",6.6,6.4,"2",96
"76013",6.3,5.9,"2",85
"76014",5.4,4.8,"1",70
"76015",4.7,4.8,"1",87
"76016",6.4,6.5,"2",95
"76017",6.5,4.9,"2",89
"76018",5.8,5.8,"1",97
"76019",5.9,5.3,"2",99
"76020",5.1,4.9,"1",99
"76021",6.5,6.5,"2",96
"76022",4.5,5.6,"1",98
"76023",5.6,5.1,"1",99
"76024",5.5,5.3,"1",96
"76025",5.5,6,"2",95
"76026",5.1,5.3,"1",84
"76027",6.9,5.9,"2",98
"76028",5.4,4.8,"2",85
"76029",4.8,5.3,"2",91
"76030",5.1,5,"1",90
"76031",6.9,6.8,"2",99
"76032",5.1,4.6,"1",97
"76033",5.8,5.7,"2",94
"76034",5.3,6.1,"2",96
"76035",6.3,6.1,"2",99
"76036",5.2,5.6,"1",94
"76037",6.4,6.3,"2",96
"76038",6.2,6.1,"1",95
"76039",6.4,6.2,"2",98
"76040",6.7,6.7,"1",99
"76041",5.2,5.1,"1",96
"76042",5.9,6.1,"1",100
"76043",6,6.4,"1",96
"76044",5.9,6.2,"2",96
"76045",5.1,4.8,"1",97
"76046",4.8,5.1,"1",86
"76047",5.3,5.9,"1",94
"76048",5.1,5,"2",86
"76049",5.6,5.7,"2",100
"76050",5.4,5.5,"1",97
"76051",6.4,6.1,"1",96
"76052",6.2,6.3,"1",79
"76053",5.6,5.7,"2",98
"76054",5.5,5.4,"1",98
"76055",6.3,6.3,"1",96
"76056",6.5,5.7,"2",97
"76057",5,4.9,"1",97
"76058",4.9,4.7,"1",99
"76059",6.2,6.4,"1",97
"76060",5.5,5.5,"2",97
