"","COD_REG_RBD","RURAL_RBD","GEN_ALU","EDAD_ALU","PROM_GRAL","ASISTENCIA","CIENCIAS"
"657",13,0,2,17,5.6,86,"0"
"658",12,0,1,17,6.2,96,"0"
"659",13,0,1,17,5.2,98,"0"
"660",13,0,1,17,6.9,86,"0"
"661",7,0,1,18,5.3,98,"0"
"662",2,0,1,17,5,100,"0"
"663",8,0,2,17,6,93,"0"
"664",13,0,1,17,6.6,97,"0"
"665",13,0,1,18,4.8,85,"0"
"666",5,0,2,17,6.3,85,"0"
"667",10,0,2,18,6,100,"0"
"668",4,0,1,17,6.6,98,"0"
"669",4,0,1,17,6.7,97,"0"
"670",8,0,1,19,5.8,92,"0"
"671",7,0,2,17,6.7,98,"0"
"672",6,0,2,17,6.4,93,"0"
"673",9,0,2,17,6,95,"0"
"674",7,0,2,17,5.8,93,"0"
"675",16,0,2,17,6.6,93,"0"
"676",7,0,2,17,5.6,92,"0"
"677",13,0,1,17,6,96,"0"
"678",7,0,1,20,6.1,98,"0"
"679",13,0,2,17,5,100,"0"
"680",5,0,1,18,6.1,97,"0"
"681",13,0,2,17,6,97,"0"
"682",6,0,2,17,5.7,97,"0"
"683",5,0,2,17,5.6,97,"0"
"684",6,0,2,17,5.7,99,"0"
"685",6,0,1,17,5.3,92,"0"
"686",6,0,1,17,5.3,100,"0"
"687",13,0,2,17,5,97,"0"
"688",3,0,2,18,6.3,88,"0"
"689",5,0,2,18,6.2,81,"0"
"690",9,0,1,18,4.7,96,"0"
"691",13,0,2,18,6.8,95,"0"
"692",2,0,1,17,7,94,"0"
"693",10,0,2,18,5.8,87,"0"
"694",4,0,2,19,4.4,84,"0"
"695",14,1,1,18,5.4,95,"0"
"696",13,0,1,17,4.9,97,"0"
"697",9,0,1,20,5.3,88,"0"
"698",16,0,2,17,5.6,92,"0"
"699",5,0,1,17,6.3,94,"0"
"700",6,0,2,17,6.4,97,"0"
"701",6,0,2,17,5.3,97,"0"
"702",10,0,2,17,5.5,88,"0"
"703",13,0,2,18,5.1,67,"0"
"704",13,0,2,17,5.9,93,"0"
"705",15,0,1,17,5.8,88,"0"
"706",5,0,1,17,5.8,100,"0"
"707",10,0,1,18,4.5,100,"0"
"708",8,0,2,17,6.4,97,"0"
"709",5,0,1,19,6.1,92,"0"
"710",13,0,2,17,6.6,88,"0"
"711",13,0,1,20,5.6,100,"0"
"712",3,0,2,17,6,95,"0"
"713",13,0,2,18,5.4,92,"0"
"714",6,0,1,17,5.7,94,"0"
"715",13,0,2,18,5.3,60,"0"
"716",13,0,2,18,6,82,"0"
"717",13,0,1,17,5.8,92,"0"
"718",13,0,1,17,6.2,97,"0"
"719",5,0,1,17,5.8,93,"0"
"720",13,0,1,17,6.2,74,"0"
"721",13,0,2,17,6.5,91,"0"
"722",13,0,1,20,6.1,87,"0"
"723",4,0,2,18,6.4,93,"0"
"724",5,0,1,18,6.9,89,"0"
"725",1,0,1,18,5.3,81,"0"
"726",13,0,1,18,4.5,89,"0"
"727",13,0,1,18,5.7,91,"0"
"728",4,0,1,17,5.8,94,"0"
"729",8,0,2,18,6,99,"0"
"730",2,0,2,17,5.1,97,"0"
"731",13,0,1,17,6.1,98,"0"
"732",4,0,2,18,6,90,"0"
"733",13,0,1,17,6.3,75,"0"
"734",6,0,1,18,5.9,99,"0"
"735",10,0,1,17,6.1,99,"0"
"736",5,0,2,18,6.4,92,"0"
"737",13,0,2,17,6.2,83,"0"
"738",4,0,1,17,6.7,99,"1"
"739",7,0,1,17,6.8,98,"0"
"740",16,0,2,17,5.3,96,"0"
"741",5,0,2,18,6.2,89,"0"
"742",14,0,2,17,6.2,100,"0"
"743",13,0,2,18,5.4,89,"0"
"744",13,0,2,17,6,94,"0"
"745",9,0,1,17,6.9,98,"0"
"746",10,0,1,18,5.3,88,"0"
"747",1,0,1,18,5.6,97,"0"
"748",13,0,2,17,6.2,95,"0"
"749",6,0,1,17,6.2,100,"0"
"750",9,0,2,17,5.8,91,"0"
"751",13,0,1,17,5.6,99,"0"
"752",10,0,1,17,5.5,96,"0"
"753",5,0,1,19,5.7,93,"0"
"754",13,0,1,17,6.7,99,"0"
"755",16,0,2,17,5.2,95,"0"
"756",5,0,2,18,4.6,98,"0"
"757",7,0,2,17,5.7,93,"0"
"758",7,0,1,17,6.9,93,"0"
"759",5,0,1,20,5.1,100,"0"
"760",13,0,1,17,5.7,86,"0"
"761",13,0,1,17,5.3,91,"0"
"762",12,0,2,17,5.3,81,"0"
"763",13,0,1,17,5.6,93,"0"
"764",8,0,1,19,6.2,100,"0"
"765",5,0,1,18,5.1,94,"0"
"766",13,0,2,17,6.7,90,"0"
"767",13,0,2,17,5.3,96,"0"
"768",7,0,2,17,5.7,97,"0"
"769",4,0,1,19,5.1,84,"0"
"770",13,0,2,17,5.6,91,"0"
"771",13,0,2,17,4.5,96,"0"
"772",8,0,2,18,5.4,85,"0"
"773",10,0,2,19,5.8,97,"0"
"774",13,0,1,18,6.3,95,"0"
"775",13,0,1,18,6.4,97,"0"
"776",12,0,2,17,6.3,98,"0"
"777",13,0,2,18,5.2,87,"0"
"778",10,0,1,18,6.2,96,"0"
"779",8,0,2,17,5.1,99,"0"
"780",13,0,2,19,5.5,88,"0"
"781",13,0,2,17,6,85,"0"
"782",5,0,1,18,5.2,97,"0"
"783",5,0,1,17,6.3,98,"0"
"784",13,0,2,17,6,98,"0"
"785",13,0,2,17,6.2,92,"0"
"786",5,0,2,25,5.6,88,"0"
"787",13,0,1,18,6.1,97,"0"
"788",1,0,2,17,6.2,86,"0"
"789",2,0,2,18,6.3,85,"1"
"790",13,0,1,18,5.1,79,"0"
"791",4,0,2,18,6.1,88,"0"
"792",2,0,1,17,5.2,87,"0"
"793",4,0,1,17,6.5,92,"0"
"794",4,0,2,17,6,98,"0"
"795",6,0,1,17,5.6,98,"0"
"796",13,0,2,17,5.3,95,"0"
"797",13,1,2,17,6,97,"0"
"798",2,0,1,19,5.7,94,"0"
"799",13,0,1,17,5.8,100,"0"
"800",13,1,1,18,4.9,95,"0"
"801",5,0,2,20,4.9,85,"0"
"802",13,0,2,17,5.7,90,"0"
"803",13,0,2,17,6.4,96,"0"
"804",9,0,1,17,6.1,98,"0"
"805",13,0,1,17,5.4,99,"0"
"806",13,0,1,17,6.6,84,"0"
"807",13,0,2,17,6.5,93,"0"
"808",9,0,2,17,6,98,"0"
"809",6,0,2,18,6,97,"0"
"810",7,0,2,17,6.5,97,"0"
"811",8,0,1,17,6.7,95,"1"
"812",13,0,1,18,6.9,92,"0"
"813",13,0,2,20,5.3,99,"0"
"814",3,0,2,17,6.2,89,"0"
"815",5,0,2,18,5.6,92,"0"
"816",13,0,2,18,5.5,60,"0"
"817",8,0,1,18,6.2,94,"0"
"818",1,0,2,19,5.5,93,"0"
"819",5,0,2,17,5.9,90,"0"
"820",4,0,1,17,5.5,95,"0"
"821",4,0,2,18,4.8,86,"0"
"822",4,0,2,18,5.5,92,"0"
"823",13,0,2,17,6.6,99,"0"
"824",13,0,2,19,5.7,82,"0"
"825",8,0,2,17,6.5,92,"0"
"826",5,0,1,17,5.3,97,"0"
"827",14,0,2,17,6.1,98,"0"
"828",4,0,1,19,6.3,78,"0"
"829",2,0,1,17,6.9,100,"0"
"830",2,0,2,17,5.8,89,"0"
"831",13,0,2,17,6.6,85,"0"
"832",13,0,2,17,6.9,94,"0"
"833",10,0,1,18,5.8,89,"0"
"834",10,0,2,19,5.9,87,"0"
"835",10,0,2,20,6.4,98,"0"
"836",13,0,1,40,5.3,76,"0"
"837",16,0,1,17,6.6,92,"0"
"838",10,0,1,17,5.3,96,"0"
"839",13,0,1,17,5.5,84,"0"
"840",1,0,2,18,4.9,90,"0"
"841",13,0,1,18,5.8,89,"0"
"842",3,0,1,19,5.6,75,"0"
"843",11,0,2,17,6.3,93,"0"
"844",7,0,1,17,5.6,99,"0"
"845",13,0,2,18,6.2,99,"0"
"846",9,0,1,17,6.1,98,"0"
"847",9,0,2,18,5.6,78,"0"
"848",10,0,1,17,6,91,"0"
"849",10,0,1,17,6,91,"0"
"850",13,0,1,19,5.4,88,"1"
"851",2,0,2,18,6,98,"0"
"852",5,0,2,43,6,94,"0"
"853",13,0,1,17,5.6,97,"0"
"854",13,0,2,18,5.2,93,"0"
"855",4,0,1,17,6,94,"0"
"856",13,0,2,17,6.2,85,"0"
"857",8,0,1,19,5.1,86,"0"
"858",4,0,1,17,6.5,100,"0"
"859",4,0,2,17,6.6,97,"0"
"860",16,0,2,17,6.8,92,"0"
"861",16,0,2,17,6.6,95,"0"
"862",1,0,1,17,5.6,83,"0"
"863",1,0,2,17,6.4,89,"0"
"864",6,0,1,18,5.3,100,"0"
"865",10,0,1,18,5.2,92,"0"
"866",13,0,1,18,6.9,98,"0"
"867",13,0,1,17,6.7,97,"0"
"868",6,0,2,17,6.9,96,"0"
"869",13,0,2,18,5.2,94,"0"
"870",6,0,1,18,5.7,89,"0"
"871",13,0,1,18,4.9,96,"0"
"872",13,0,1,17,5.9,83,"1"
"873",13,0,1,17,6.4,97,"1"
"874",10,0,2,17,5.9,94,"0"
"875",14,1,2,17,6.5,84,"0"
"876",9,0,1,17,6,100,"0"
"877",8,0,1,17,5.4,99,"0"
"878",8,0,1,17,6.2,99,"0"
"879",5,0,1,17,5.4,96,"0"
"880",14,0,1,18,5.2,96,"0"
"881",9,0,2,17,5.8,72,"0"
"882",13,0,1,17,5.6,94,"0"
"883",6,0,2,17,6.6,92,"0"
"884",8,0,1,17,6.1,100,"0"
"885",5,0,2,18,5.1,96,"0"
"886",13,0,2,18,5.2,82,"0"
"887",4,0,2,17,6.9,98,"0"
"888",13,0,2,17,6,71,"0"
"889",8,0,1,17,5.2,87,"0"
"890",5,0,1,17,5.4,90,"0"
"891",8,0,1,17,6,96,"0"
"892",10,0,1,17,6.2,85,"0"
"893",13,0,2,17,5.2,88,"0"
"894",13,0,1,18,5,89,"0"
"895",2,0,2,17,5.4,72,"0"
"896",13,0,2,19,4.6,85,"0"
"897",6,1,2,37,6.3,100,"0"
"898",8,0,2,18,6,88,"0"
"899",13,0,2,19,6.1,99,"0"
"900",8,0,1,17,6.2,99,"1"
"901",13,0,2,17,6.8,92,"1"
"902",13,0,1,18,5.6,66,"0"
"903",5,0,2,17,5.5,85,"0"
"904",13,0,2,17,5.4,99,"0"
"905",6,0,1,17,6.1,93,"0"
"906",5,0,1,19,5.1,91,"0"
"907",8,0,2,17,6.1,97,"0"
"908",8,0,1,17,6.3,98,"0"
"909",2,0,2,17,6.1,98,"0"
"910",13,0,2,17,6,79,"0"
"911",13,0,2,36,6.8,100,"0"
"912",13,0,2,17,6,88,"0"
"913",13,0,2,18,5.4,86,"0"
"914",13,0,1,18,5,91,"0"
"915",16,0,2,18,6.4,93,"0"
"916",7,0,2,17,6.3,86,"0"
"917",7,0,1,17,5.6,99,"0"
"918",7,0,2,17,6.8,100,"0"
"919",13,0,2,17,5,88,"0"
"920",8,0,2,17,5.8,99,"0"
"921",5,0,2,17,5.6,86,"0"
"922",5,0,1,17,6,93,"0"
"923",13,0,2,16,6.7,92,"0"
"924",2,0,2,17,5.6,98,"0"
"925",5,0,2,17,6.1,91,"0"
"926",13,0,1,17,5.3,90,"0"
"927",9,0,2,18,5.7,82,"0"
"928",9,0,2,18,6.6,88,"0"
"929",1,0,1,17,5.3,93,"0"
"930",13,0,2,19,5.3,95,"0"
"931",8,0,1,18,5.3,85,"0"
"932",8,0,2,17,6.9,98,"0"
"933",8,0,2,17,6.9,98,"0"
"934",8,0,2,17,6.9,98,"0"
"935",8,0,2,17,6.9,98,"0"
"936",16,0,1,18,5.1,85,"0"
"937",13,0,1,17,5.7,87,"0"
"938",5,0,2,18,5.4,92,"0"
"939",12,0,2,17,6.1,83,"0"
"940",8,0,1,17,6.3,99,"0"
"941",13,0,2,17,6.2,95,"0"
"942",4,0,2,17,6.4,96,"0"
"943",13,0,2,17,6.5,76,"0"
"944",5,0,1,17,5.2,92,"0"
"945",13,0,2,18,5.5,84,"0"
"946",13,0,1,18,5.6,97,"0"
"947",13,0,1,19,5.7,88,"0"
"948",4,0,2,17,6.4,45,"0"
"949",5,0,2,17,5.8,93,"0"
"950",4,0,2,17,5.6,93,"0"
"951",13,0,2,17,6,98,"0"
"952",13,0,1,17,5.4,94,"0"
"953",13,0,1,18,4.7,95,"0"
"954",3,0,1,19,5.2,51,"0"
"955",13,0,2,17,6.4,95,"0"
"956",13,0,1,17,6.3,99,"0"
"957",9,0,1,18,6.2,74,"0"
"958",5,0,1,18,6.1,97,"0"
"959",13,0,1,17,5.9,93,"0"
"960",7,0,1,17,5.5,95,"0"
"961",13,0,1,18,4.9,97,"0"
"962",4,0,1,17,5.4,97,"0"
"963",13,0,2,17,5.9,98,"0"
"964",13,0,1,20,6.1,95,"0"
"965",13,0,2,17,6.5,97,"0"
"966",13,0,1,18,5.4,99,"0"
"967",13,0,2,18,6.3,85,"0"
"968",4,0,2,17,6.7,100,"0"
"969",4,0,1,17,5.8,94,"0"
"970",13,0,2,17,5,96,"0"
"971",9,0,1,17,6.3,100,"0"
"972",13,0,2,17,5.6,86,"0"
"973",8,0,2,21,4.6,95,"0"
"974",8,0,2,17,6,91,"0"
"975",13,0,2,18,5.8,99,"0"
"976",10,0,2,17,5.9,91,"0"
"977",16,0,1,17,6.3,99,"0"
"978",13,0,2,18,5.4,99,"0"
"979",7,0,2,17,6.1,92,"0"
"980",13,0,2,17,6.2,98,"0"
"981",7,0,2,17,6.7,85,"0"
"982",5,0,1,17,6.1,100,"0"
"983",13,0,1,18,5.9,89,"0"
"984",5,0,2,17,6.1,78,"0"
"985",13,0,2,18,4.6,92,"0"
"986",9,0,1,17,5.8,99,"0"
"987",6,0,2,19,4.6,85,"0"
"988",5,0,1,19,5.7,80,"0"
"989",6,1,2,19,6.5,97,"0"
"990",2,0,2,19,5.9,56,"0"
"991",16,0,1,17,6.4,96,"0"
"992",7,0,1,17,6.3,98,"0"
"993",5,0,2,17,6.4,84,"0"
"994",2,0,1,20,5.8,96,"0"
"995",9,0,1,16,5.7,86,"0"
"996",13,0,2,17,6.1,91,"0"
"997",13,0,1,17,6.8,96,"0"
"998",2,0,1,17,5.5,91,"0"
"999",2,0,1,17,6.8,85,"0"
"1000",10,0,1,17,5.7,96,"0"
"1001",16,0,2,18,6.5,91,"0"
"1002",13,0,2,18,6.9,97,"0"
"1003",9,0,1,19,5.8,99,"0"
"1004",9,0,1,17,5,90,"0"
"1005",5,0,2,17,5.4,95,"0"
"1006",6,1,2,17,5.6,88,"0"
"1007",13,0,1,17,5,81,"0"
"1008",13,0,2,17,6.5,94,"0"
"1009",13,0,1,17,6.6,89,"0"
"1010",13,0,2,17,6.7,92,"0"
"1011",9,0,2,17,6.1,97,"0"
"1012",9,0,1,17,5.6,99,"0"
"1013",7,0,2,17,5.9,97,"0"
"1014",13,0,2,18,5.5,99,"0"
"1015",13,0,1,18,6.7,93,"0"
"1016",4,0,2,17,5.9,99,"0"
"1017",13,0,2,17,5.7,94,"0"
"1018",16,0,2,17,5.8,95,"0"
"1019",13,0,1,18,5.2,100,"0"
"1020",13,0,2,18,5.6,90,"0"
"1021",13,0,1,17,5.6,98,"0"
"1022",13,0,2,17,6.3,98,"0"
"1023",6,0,2,17,5.9,91,"0"
"1024",8,0,1,17,6.7,100,"0"
"1025",13,0,2,17,6.8,87,"0"
"1026",8,0,2,18,5.8,85,"0"
"1027",12,0,1,17,6.2,99,"0"
"1028",13,0,2,17,5.7,92,"0"
"1029",5,0,2,17,6.3,97,"0"
"1030",13,0,1,17,6.1,96,"0"
"1031",13,0,2,17,6.1,97,"0"
"1032",8,0,2,17,6.6,93,"0"
"1033",5,0,1,17,6.1,88,"0"
"1034",4,1,2,17,5.6,85,"0"
"1035",13,0,2,17,4.9,90,"0"
"1036",13,0,1,18,5.3,90,"0"
"1037",13,0,2,18,6.6,99,"0"
"1038",9,0,2,17,6.6,100,"0"
"1039",13,0,2,17,5.7,90,"0"
"1040",13,0,2,28,6.7,98,"0"
"1041",9,0,2,17,6.8,97,"0"
"1042",13,0,1,17,5.1,81,"0"
"1043",13,0,2,17,5.3,88,"0"
"1044",13,0,1,17,5.5,92,"0"
"1045",10,0,2,18,5.8,87,"0"
"1046",13,0,2,17,5.6,90,"0"
"1047",6,0,2,18,6.6,100,"0"
"1048",2,0,1,19,5.8,90,"0"
"1049",13,0,2,18,4.7,85,"0"
"1050",16,0,1,17,6.4,96,"0"
"1051",5,0,2,17,6.8,87,"0"
"1052",7,0,2,18,5.3,75,"0"
"1053",10,0,1,17,6.6,99,"0"
"1054",10,0,2,17,5.9,87,"0"
"1055",1,0,1,17,5.3,91,"0"
"1056",5,0,2,17,6,96,"0"
"1057",13,0,2,17,5.6,97,"0"
"1058",7,0,2,17,6.1,92,"0"
"1059",13,0,2,17,5.9,88,"0"
"1060",8,0,1,17,5.9,93,"0"
"1061",5,0,2,17,5.3,92,"0"
"1062",9,0,2,17,6.2,94,"1"
"1063",4,0,1,17,5.7,94,"0"
"1064",4,0,1,17,5.4,99,"0"
"1065",8,0,2,19,6.1,85,"0"
"1066",13,0,2,17,6.5,98,"0"
"1067",13,0,1,18,6,97,"0"
"1068",13,0,2,18,4.9,78,"0"
"1069",13,0,2,17,6.3,94,"0"
"1070",13,0,2,17,6,99,"0"
"1071",5,0,2,17,5.9,93,"0"
"1072",10,0,1,17,5.6,99,"0"
"1073",10,0,2,17,6.9,94,"0"
"1074",6,0,2,17,6.7,100,"0"
"1075",16,0,1,17,6.6,99,"0"
"1076",13,0,2,17,5.2,75,"0"
"1077",13,0,1,17,5.5,99,"0"
"1078",8,0,1,17,6.2,97,"0"
"1079",14,0,2,17,5.7,100,"0"
"1080",10,0,1,17,4.6,92,"0"
"1081",13,0,2,18,5.5,85,"0"
"1082",4,0,1,18,4.6,89,"1"
"1083",5,0,1,17,6.2,100,"0"
"1084",13,0,2,17,6.2,92,"0"
"1085",7,0,2,17,6.2,99,"0"
"1086",2,0,2,17,5.6,88,"1"
"1087",8,0,2,17,6,95,"0"
"1088",15,0,2,18,5.9,90,"0"
"1089",13,0,2,17,7,87,"0"
"1090",5,0,2,17,6.4,94,"0"
"1091",7,0,1,18,6.1,89,"0"
"1092",13,0,2,17,5.5,96,"0"
"1093",3,0,1,18,6,99,"0"
"1094",13,0,2,19,6.2,83,"0"
"1095",13,0,2,17,6.2,94,"0"
"1096",13,0,2,17,6.2,100,"0"
"1097",7,0,2,17,6.1,97,"0"
"1098",4,0,2,17,6.7,94,"0"
"1099",1,0,1,19,5.6,97,"0"
"1100",5,0,2,17,6.3,83,"0"
"1101",12,0,1,17,5.4,88,"0"
"1102",6,0,2,17,4.9,79,"0"
"1103",13,0,2,17,5.9,98,"0"
"1104",13,0,2,17,5.2,93,"0"
"1105",13,0,2,17,6.9,100,"0"
"1106",13,0,1,17,6.6,93,"0"
"1107",7,0,2,17,6.1,89,"0"
"1108",8,0,2,27,6.3,84,"0"
"1109",16,0,1,17,5.7,89,"0"
"1110",13,0,1,18,5.8,98,"0"
"1111",8,0,2,18,6.1,88,"0"
"1112",13,0,1,18,5.5,95,"0"
"1113",13,0,2,17,5.9,100,"0"
"1114",14,0,1,17,5.9,95,"0"
"1115",9,0,2,17,6.4,97,"0"
"1116",5,0,2,17,5.3,82,"0"
"1117",5,0,1,17,5.9,93,"0"
"1118",13,0,1,17,6.4,89,"0"
"1119",5,0,2,18,6.6,93,"0"
"1120",11,0,1,18,6.8,90,"1"
"1121",9,0,2,17,6.1,98,"0"
"1122",13,0,1,18,5.2,87,"0"
"1123",13,0,1,17,6.7,99,"0"
"1124",13,0,2,17,6.6,88,"0"
"1125",13,0,1,18,5.6,92,"0"
"1126",5,0,1,17,5.9,85,"0"
"1127",13,1,1,17,5.2,80,"0"
"1128",13,0,1,17,5.2,98,"0"
"1129",13,0,2,17,6.1,80,"0"
"1130",13,0,1,17,5.8,85,"0"
"1131",13,1,1,17,5.5,99,"0"
"1132",6,0,2,17,5.5,77,"0"
"1133",3,0,1,17,6.7,98,"0"
"1134",13,0,1,17,5.7,98,"0"
"1135",5,0,1,17,5.9,98,"0"
"1136",6,0,1,19,5.5,87,"0"
"1137",13,0,1,18,5.1,94,"0"
"1138",13,0,1,17,5.2,96,"0"
"1139",8,0,1,17,5.2,89,"0"
"1140",5,0,2,17,5.6,97,"0"
"1141",5,0,2,17,7,97,"0"
"1142",13,0,1,17,6,95,"0"
"1143",13,0,2,17,5.5,97,"0"
"1144",3,0,2,17,6.1,90,"0"
"1145",7,0,2,18,6.3,85,"0"
"1146",12,0,2,18,6.9,92,"0"
"1147",13,0,2,17,5.9,88,"0"
"1148",13,0,2,17,6.5,80,"0"
"1149",6,1,1,17,5.4,98,"0"
"1150",13,0,2,17,6.9,100,"0"
"1151",13,0,2,17,6.2,86,"0"
"1152",9,0,2,17,6.2,99,"0"
"1153",13,0,2,18,6.7,84,"0"
"1154",8,0,2,17,6.2,95,"0"
"1155",8,0,1,18,5.7,97,"0"
"1156",13,0,2,17,5.6,93,"0"
"1157",8,0,2,17,6.1,95,"0"
"1158",3,0,1,18,5.7,97,"0"
"1159",13,0,2,17,5.7,86,"0"
"1160",13,0,1,17,6.3,96,"0"
"1161",13,0,2,18,5.9,95,"0"
"1162",14,0,2,19,5,78,"0"
"1163",13,0,2,17,6.7,96,"0"
"1164",13,0,1,20,4.7,73,"0"
"1165",4,0,1,17,6.7,99,"0"
"1166",6,0,1,17,6.9,96,"0"
"1167",9,0,2,17,6.7,98,"0"
"1168",10,0,2,17,5.7,90,"0"
"1169",7,0,2,17,5.5,93,"0"
"1170",16,0,2,17,7,100,"0"
"1171",13,0,1,18,5.8,100,"0"
"1172",8,1,2,17,5.2,88,"0"
"1173",8,0,1,17,6.8,95,"0"
"1174",13,0,1,17,5,100,"0"
"1175",13,0,2,17,6.8,88,"0"
"1176",13,0,1,17,5.6,94,"0"
"1177",5,0,2,17,6,97,"0"
"1178",5,0,2,17,6.6,93,"0"
"1179",13,0,2,17,5.6,94,"0"
"1180",13,0,1,17,6.2,88,"0"
"1181",13,0,1,17,6.5,99,"0"
"1182",5,0,2,19,6.5,100,"0"
"1183",5,0,1,18,5.4,90,"0"
"1184",6,0,1,17,6.5,97,"0"
"1185",6,0,1,18,5.5,96,"0"
"1186",10,1,2,17,6.9,94,"0"
"1187",14,0,2,17,5.4,95,"0"
"1188",9,0,1,17,5.7,93,"0"
"1189",10,0,2,19,5.7,98,"0"
"1190",13,0,1,18,4.9,90,"0"
"1191",4,0,2,18,5.8,91,"0"
"1192",3,0,1,17,6.2,93,"0"
"1193",13,0,1,19,5.9,97,"0"
"1194",13,0,2,17,5.4,74,"0"
"1195",10,0,1,17,6.1,99,"0"
"1196",8,0,2,18,5.5,91,"0"
"1197",13,0,2,18,5.1,91,"0"
"1198",5,0,2,17,6.4,92,"0"
"1199",2,0,2,17,6.8,97,"0"
"1200",14,1,1,19,5.6,86,"0"
"1201",13,0,1,17,6.7,96,"0"
"1202",1,0,2,18,6.4,94,"0"
"1203",8,0,1,17,5.7,99,"0"
"1204",13,0,1,17,6,98,"0"
"1205",13,0,2,17,6.6,95,"0"
"1206",5,0,2,17,6,83,"0"
"1207",14,0,1,31,5.9,88,"0"
"1208",6,0,1,17,5.3,96,"0"
"1209",6,1,1,17,6.3,97,"0"
"1210",13,0,2,17,6.7,75,"0"
"1211",13,0,2,17,4.9,86,"0"
"1212",8,0,2,20,5,90,"0"
"1213",2,0,2,17,6,90,"0"
"1214",1,0,1,19,5.3,85,"0"
"1215",7,0,2,17,6.3,100,"0"
"1216",9,0,1,17,5.5,99,"0"
"1217",13,0,1,18,5.5,90,"0"
"1218",13,0,1,17,5.7,93,"0"
"1219",5,0,1,18,6.2,89,"0"
"1220",13,0,2,17,5.9,89,"0"
"1221",4,0,1,17,5.3,94,"0"
"1222",13,0,2,17,5.4,92,"0"
"1223",4,0,1,17,6.7,100,"0"
"1224",8,0,2,18,5.4,93,"0"
"1225",4,0,2,19,5.3,84,"0"
"1226",4,0,1,17,5.9,93,"0"
"1227",13,0,1,19,6.5,85,"0"
"1228",7,0,2,17,6.6,94,"0"
"1229",1,0,1,19,5.1,85,"0"
"1230",5,0,1,17,5.2,99,"0"
"1231",8,0,2,18,6.4,96,"0"
"1232",16,1,1,17,6.8,91,"1"
"1233",16,1,1,17,6.8,91,"1"
"1234",16,1,1,17,6.8,91,"1"
"1235",16,1,1,17,6.8,91,"1"
"1236",4,0,1,17,5.8,95,"0"
"1237",5,0,2,18,6.4,94,"1"
"1238",14,0,1,17,6.8,90,"0"
"1239",7,0,2,31,6.6,100,"0"
"1240",13,0,2,17,6.5,93,"0"
"1241",5,0,2,19,5.3,44,"0"
"1242",9,0,2,18,6,91,"0"
"1243",9,0,1,17,6,94,"0"
"1244",3,0,1,19,5.1,94,"0"
"1245",13,0,1,17,5.9,82,"0"
"1246",8,0,2,18,6.6,91,"0"
"1247",8,0,2,17,5.9,91,"0"
"1248",13,0,1,17,6,94,"0"
"1249",13,0,2,17,6.1,95,"0"
"1250",6,0,1,16,6.2,100,"0"
"1251",13,0,1,17,5.2,87,"0"
"1252",10,0,1,17,5.7,100,"0"
"1253",13,0,1,18,6.2,95,"0"
"1254",5,0,1,17,6.2,98,"0"
"1255",8,0,2,17,6.6,99,"0"
"1256",8,0,2,17,5.6,94,"0"
"1257",13,0,2,18,5.9,90,"0"
"1258",5,0,2,18,5.4,94,"0"
"1259",5,0,1,19,5.6,86,"0"
"1260",5,0,2,18,6.8,97,"0"
"1261",5,0,2,17,5.9,94,"0"
"1262",8,0,1,19,4.9,86,"0"
"1263",5,0,2,18,6.1,97,"0"
"1264",13,0,2,17,6.2,89,"0"
"1265",13,0,1,17,6.1,74,"0"
"1266",13,0,1,17,5.2,99,"0"
"1267",13,0,1,17,5.3,89,"0"
"1268",13,0,2,18,6.5,99,"0"
"1269",16,0,1,18,5.6,98,"0"
"1270",4,0,1,17,5.1,67,"0"
"1271",5,0,2,17,5.9,96,"0"
"1272",13,0,2,18,5.9,85,"0"
"1273",15,0,1,17,5.9,95,"0"
"1274",13,0,2,17,6.7,99,"0"
"1275",13,0,2,17,5.9,96,"0"
"1276",1,0,2,19,5.8,83,"0"
"1277",5,0,2,17,6.1,94,"0"
"1278",15,0,2,17,5.9,87,"0"
"1279",15,0,1,17,5.7,100,"0"
"1280",6,0,2,17,5.7,97,"0"
"1281",7,0,2,18,5.5,92,"0"
"1282",13,0,1,17,6.7,94,"0"
"1283",10,0,2,17,6.3,90,"0"
"1284",13,0,1,20,6,96,"0"
"1285",5,0,1,17,5.5,85,"0"
"1286",13,0,2,17,5.9,91,"0"
"1287",13,0,2,18,5.7,84,"0"
"1288",13,0,2,18,6.8,91,"0"
"1289",5,0,2,19,5.8,92,"1"
"1290",8,0,2,18,5.9,78,"0"
"1291",1,0,2,17,6.4,89,"0"
"1292",13,0,1,17,5.6,99,"0"
"1293",8,0,1,17,6.2,90,"0"
"1294",5,0,2,17,5.7,92,"0"
"1295",3,0,1,17,6.1,86,"0"
"1296",13,0,1,17,6.2,73,"0"
"1297",5,0,1,17,5.9,94,"0"
"1298",2,0,2,18,5.3,87,"0"
"1299",5,0,2,18,6.6,99,"0"
"1300",13,0,1,17,6.3,97,"0"
"1301",9,0,1,17,6.3,100,"0"
"1302",8,0,2,17,6.1,91,"0"
"1303",8,0,1,17,6.3,94,"0"
"1304",5,0,1,17,6.3,99,"1"
"1305",13,0,2,17,6.4,95,"0"
"1306",8,0,2,17,6.8,96,"0"
"1307",5,0,2,17,5.2,86,"0"
"1308",7,0,1,17,5.6,97,"0"
"1309",3,0,1,17,5.2,91,"0"
"1310",9,0,2,17,5.5,91,"0"
