"","COD_REG_RBD","RURAL_RBD","GEN_ALU","EDAD_ALU","PROM_GRAL","ASISTENCIA","CIENCIAS"
"59494",13,0,2,17,6.2,99,"0"
"59495",13,0,2,17,6.6,84,"0"
"59496",4,1,2,17,5.9,90,"1"
"59497",4,0,2,17,6.5,88,"0"
"59498",2,0,2,17,5.3,99,"0"
"59499",4,0,2,18,5.7,86,"0"
"59500",9,0,2,17,6.4,99,"0"
"59501",5,0,1,17,5.6,99,"0"
"59502",10,0,1,17,5.6,93,"0"
"59503",10,0,2,17,6.3,97,"0"
"59504",3,0,1,19,5.2,88,"0"
"59505",3,0,2,19,5,86,"0"
"59506",13,0,1,17,6.3,95,"0"
"59507",7,0,2,17,5.8,85,"0"
"59508",8,0,1,18,6.3,99,"0"
"59509",13,0,2,18,6,83,"0"
"59510",13,0,2,18,6.2,97,"0"
"59511",3,0,1,17,5.3,93,"0"
"59512",5,0,2,17,6.7,80,"0"
"59513",13,0,1,18,5.6,94,"0"
"59514",7,0,2,17,5.8,90,"0"
"59515",8,0,2,18,5.8,98,"0"
"59516",2,0,2,18,6,88,"0"
"59517",4,0,2,17,6.3,92,"0"
"59518",4,0,1,17,4.8,82,"0"
"59519",13,0,2,63,5.4,94,"0"
"59520",13,0,2,17,6,94,"0"
"59521",5,0,1,17,5.9,90,"0"
"59522",4,0,2,17,6.7,93,"0"
"59523",4,0,2,18,6.1,85,"0"
"59524",8,0,1,17,6.5,93,"0"
"59525",7,0,1,17,5.9,97,"0"
"59526",8,0,1,17,6.3,81,"0"
"59527",8,0,1,17,6.7,94,"0"
"59528",13,0,1,17,6.9,100,"0"
"59529",13,0,2,17,6.6,96,"0"
"59530",6,0,2,17,6.2,83,"0"
"59531",6,0,1,17,5.7,96,"0"
"59532",7,0,2,17,7,99,"0"
"59533",13,0,1,19,4.9,82,"0"
"59534",13,0,2,17,6.4,98,"0"
"59535",13,0,1,18,6.8,97,"0"
"59536",13,0,1,17,5.2,100,"0"
"59537",8,0,2,18,5.4,95,"0"
"59538",4,0,2,17,5.5,94,"0"
"59539",13,0,2,17,5.6,92,"0"
"59540",1,0,1,17,6.6,98,"0"
"59541",7,0,1,18,5.3,91,"0"
"59542",16,1,2,18,6.2,96,"0"
"59543",8,0,1,17,5.4,91,"0"
"59544",1,0,1,18,5.5,99,"0"
"59545",4,0,1,18,6.5,96,"0"
"59546",8,0,2,17,6.7,95,"0"
"59547",9,0,2,17,5.8,91,"0"
"59548",5,0,1,17,5.8,80,"0"
"59549",13,0,1,17,5.6,97,"0"
"59550",5,0,2,18,6.5,85,"0"
"59551",6,0,1,17,5.9,94,"0"
"59552",8,0,2,21,5.4,99,"0"
"59553",6,0,2,17,6.6,97,"0"
"59554",6,0,1,17,5.7,92,"0"
"59555",13,0,2,18,5.9,99,"0"
"59556",14,0,2,22,5.6,100,"0"
"59557",13,0,2,17,5.6,96,"0"
"59558",13,0,2,17,6.4,100,"0"
"59559",13,0,2,17,4.5,96,"0"
"59560",14,0,1,17,5.8,99,"0"
"59561",7,0,1,17,6,97,"0"
"59562",13,0,1,18,5.8,96,"0"
"59563",13,0,1,17,5.4,88,"0"
"59564",13,0,1,18,5.7,81,"0"
"59565",4,0,1,17,6,98,"0"
"59566",9,0,1,17,5.3,98,"0"
"59567",8,0,2,19,5.4,71,"0"
"59568",13,0,1,17,6.5,95,"0"
"59569",13,0,1,17,6.5,93,"0"
"59570",13,0,1,17,6,87,"0"
"59571",4,0,1,17,6.4,100,"0"
"59572",7,0,2,40,5.6,90,"0"
"59573",7,0,2,17,6.1,99,"0"
"59574",1,0,1,17,5.9,90,"0"
"59575",2,0,1,17,6.5,100,"0"
"59576",13,0,1,17,5.2,80,"0"
"59577",13,0,2,17,6.4,99,"0"
"59578",5,0,2,17,7,97,"0"
"59579",7,0,1,17,6.3,96,"0"
"59580",7,0,1,17,6.3,96,"0"
"59581",7,0,1,17,6.3,96,"0"
"59582",7,0,1,17,6.3,96,"0"
"59583",2,0,1,17,5.8,85,"0"
"59584",5,0,1,17,6.3,95,"0"
"59585",6,0,1,17,6.2,95,"0"
"59586",10,0,2,17,5.7,99,"0"
"59587",7,0,2,17,6.2,91,"0"
"59588",2,0,1,18,5,85,"0"
"59589",9,0,1,17,5.9,100,"0"
"59590",13,0,1,17,5.7,77,"0"
"59591",12,0,2,17,6.3,97,"0"
"59592",16,0,1,17,5.6,89,"0"
"59593",13,0,2,18,6.3,96,"0"
"59594",5,0,2,6,6.3,96,"0"
"59595",7,0,1,17,6.6,98,"1"
"59596",8,0,2,18,5.3,91,"0"
"59597",13,0,2,17,5.9,87,"0"
"59598",13,0,2,17,6,89,"0"
"59599",13,0,2,18,6.9,98,"0"
"59600",13,0,2,18,6.9,85,"0"
"59601",7,0,2,17,6.3,95,"0"
"59602",15,0,2,17,5.9,98,"0"
"59603",13,0,2,18,6.8,91,"1"
"59604",13,0,1,17,5.9,90,"0"
"59605",13,0,2,17,5.9,87,"0"
"59606",13,0,2,18,5.8,99,"0"
"59607",13,0,2,18,6.2,93,"0"
"59608",5,0,2,17,5.7,97,"0"
"59609",16,0,2,17,5.3,96,"0"
"59610",16,1,1,17,6.5,95,"1"
"59611",8,0,1,17,6.2,100,"0"
"59612",13,0,1,18,6,88,"0"
"59613",8,0,2,18,5.1,74,"0"
"59614",9,0,2,18,6,97,"0"
"59615",5,0,1,18,5.4,77,"0"
"59616",5,0,2,18,4.5,88,"0"
"59617",13,0,2,17,6.6,100,"0"
"59618",13,0,1,17,6.1,93,"0"
"59619",7,0,2,17,5.8,100,"0"
"59620",16,0,2,17,6.3,90,"0"
"59621",13,0,2,17,6.1,78,"0"
"59622",14,0,2,19,6,92,"0"
"59623",2,0,2,17,5.2,95,"0"
"59624",13,0,2,18,5.5,94,"0"
"59625",13,0,2,17,5.7,87,"0"
"59626",13,0,2,18,6.8,95,"0"
"59627",13,0,1,17,5.8,96,"0"
"59628",2,0,2,18,6.4,82,"0"
"59629",5,0,2,17,6,93,"0"
"59630",13,0,1,17,6.6,90,"0"
"59631",8,0,2,18,6.2,91,"0"
"59632",13,0,1,17,5,85,"0"
"59633",13,0,2,17,4.8,95,"0"
"59634",13,0,2,19,5.6,89,"0"
"59635",14,0,1,33,6.2,97,"0"
"59636",16,0,1,17,6.4,95,"0"
"59637",13,0,2,17,6.6,69,"0"
"59638",13,0,1,17,5.7,84,"0"
"59639",7,0,1,17,6.3,98,"0"
"59640",13,0,2,17,5.9,92,"0"
"59641",13,0,1,18,6.7,95,"1"
"59642",13,0,1,18,5.6,94,"0"
"59643",8,0,2,17,6.2,86,"0"
"59644",9,0,2,19,6.5,97,"0"
"59645",4,0,2,20,5.8,95,"0"
"59646",12,0,2,18,6.6,100,"0"
"59647",13,0,1,18,5,97,"0"
"59648",13,0,1,18,6.5,93,"0"
"59649",13,0,1,18,7,94,"0"
"59650",7,1,2,18,5.7,99,"0"
"59651",7,0,1,20,5.6,97,"0"
"59652",13,0,1,20,5.7,90,"0"
"59653",13,0,1,17,5.8,96,"0"
"59654",13,0,1,17,5.5,99,"0"
"59655",13,0,2,17,6.3,97,"0"
"59656",13,0,2,17,6.5,80,"0"
"59657",13,0,1,18,6.5,97,"0"
"59658",1,1,2,18,5.5,71,"0"
"59659",13,0,1,17,5.4,91,"0"
"59660",1,0,2,17,6.1,96,"0"
"59661",13,0,2,17,6.7,91,"0"
"59662",5,0,2,17,5.4,91,"0"
"59663",7,0,1,17,5.2,77,"0"
"59664",8,0,2,17,6.2,94,"0"
"59665",13,0,2,17,6.2,93,"0"
"59666",13,0,2,17,6.2,84,"0"
"59667",3,0,1,17,6.5,99,"0"
"59668",10,0,1,17,5.5,93,"0"
"59669",4,0,1,18,6.8,100,"1"
"59670",8,0,2,17,6,99,"0"
"59671",13,0,2,17,6.6,95,"0"
"59672",7,0,1,17,5.8,87,"0"
"59673",7,0,2,17,5.9,85,"0"
"59674",2,0,1,17,6.6,94,"0"
"59675",10,0,1,17,5.6,97,"0"
"59676",10,0,2,17,6.2,82,"0"
"59677",5,0,1,17,6.7,98,"0"
"59678",8,0,1,17,6.6,92,"0"
"59679",13,0,2,17,5.8,92,"0"
"59680",5,0,2,18,6.5,91,"0"
"59681",13,0,2,17,6,91,"0"
"59682",7,0,2,39,6.8,93,"0"
"59683",7,0,2,17,6.5,99,"0"
"59684",5,0,2,19,5.5,87,"0"
"59685",1,1,1,18,6,98,"0"
"59686",7,0,2,18,5.4,93,"0"
"59687",5,0,1,18,4.5,94,"0"
"59688",8,0,2,17,5.2,80,"0"
"59689",13,0,2,18,6.7,94,"1"
"59690",6,0,1,28,5.7,84,"0"
"59691",13,0,2,18,6.1,90,"0"
"59692",5,0,1,17,5.3,84,"0"
"59693",3,0,2,19,5.3,96,"0"
"59694",15,0,2,17,5.8,93,"0"
"59695",13,0,2,17,5.6,77,"0"
"59696",13,0,1,18,5.3,100,"0"
"59697",6,0,2,17,6.7,95,"0"
"59698",13,0,2,19,5.6,79,"0"
"59699",5,0,2,17,6.9,100,"0"
"59700",4,0,1,17,5.3,93,"0"
"59701",10,0,1,17,6.8,97,"1"
"59702",13,0,1,17,5.3,86,"0"
"59703",16,0,2,17,6.8,98,"0"
"59704",9,0,2,17,6.4,99,"0"
"59705",7,0,1,18,6.1,92,"0"
"59706",13,0,1,17,5.8,92,"0"
"59707",9,0,1,17,5.6,84,"0"
"59708",13,0,1,17,5.3,92,"0"
"59709",6,0,2,19,6.1,93,"0"
"59710",5,0,2,17,5.5,89,"0"
"59711",5,0,2,17,6.5,100,"0"
"59712",7,0,1,17,5.9,94,"0"
"59713",13,0,1,17,5.7,90,"0"
"59714",13,0,2,17,6.7,95,"0"
"59715",13,0,1,17,6.1,89,"0"
"59716",5,0,2,23,5.8,72,"0"
"59717",13,0,2,18,6.6,95,"0"
"59718",6,0,1,18,6.1,88,"0"
"59719",13,0,2,17,6.8,100,"0"
"59720",7,0,1,17,6.2,100,"0"
"59721",13,0,2,17,5.1,73,"0"
"59722",2,0,1,18,5.6,90,"0"
"59723",8,0,2,17,5.6,91,"0"
"59724",8,0,2,17,6.1,99,"0"
"59725",13,0,1,17,5.8,97,"0"
"59726",8,0,2,18,5,88,"0"
"59727",13,0,2,18,5.1,75,"0"
"59728",13,0,2,16,4.9,95,"0"
"59729",9,0,2,17,6.3,91,"0"
"59730",13,0,1,19,5.5,88,"0"
"59731",13,0,2,17,6.5,99,"0"
"59732",6,0,1,17,6.6,91,"0"
"59733",10,0,1,17,4.7,98,"0"
"59734",13,0,1,18,5.8,89,"0"
"59735",13,0,1,17,5.8,98,"0"
"59736",13,0,1,17,6,92,"0"
"59737",13,0,1,17,5.3,98,"0"
"59738",13,0,1,17,5.3,92,"0"
"59739",13,0,1,18,5.7,94,"0"
"59740",13,0,1,17,6.4,100,"0"
"59741",13,0,1,17,5.3,95,"0"
"59742",6,1,1,17,5.8,95,"0"
"59743",1,0,2,17,6.3,94,"0"
"59744",13,0,2,19,5.3,96,"0"
"59745",6,0,2,17,5.4,95,"0"
"59746",8,0,1,17,5.6,98,"0"
"59747",13,0,1,17,6,95,"0"
"59748",9,0,1,18,4.7,88,"0"
"59749",4,0,1,57,6.8,100,"0"
"59750",13,0,1,18,5.6,98,"0"
"59751",13,0,2,17,6.5,93,"0"
"59752",9,0,1,17,5.4,88,"0"
"59753",13,0,1,17,5.7,98,"0"
"59754",13,0,1,17,5.8,99,"0"
"59755",6,0,2,18,6.3,93,"0"
"59756",14,0,2,17,5.5,85,"0"
"59757",5,0,2,17,6.4,95,"0"
"59758",13,0,1,17,6.5,98,"0"
"59759",13,0,2,17,6.6,100,"0"
"59760",1,1,1,18,6,87,"0"
"59761",5,0,2,17,6.2,97,"0"
"59762",13,0,1,17,5.9,93,"0"
"59763",13,0,1,18,5.1,70,"0"
"59764",13,0,2,18,6.1,88,"0"
"59765",7,1,2,17,5.4,94,"0"
"59766",8,0,2,17,6.6,89,"0"
"59767",5,0,2,17,6.4,91,"0"
"59768",5,0,1,17,5.9,94,"0"
"59769",16,0,2,18,4.5,97,"0"
"59770",13,0,2,17,5.2,87,"0"
"59771",13,0,1,17,5.1,88,"0"
"59772",13,0,1,17,6.2,96,"0"
"59773",9,0,1,17,5.8,99,"0"
"59774",13,0,1,18,5.8,97,"0"
"59775",5,0,2,19,5.3,98,"0"
"59776",6,0,2,17,5.5,94,"0"
"59777",13,0,2,17,6.4,96,"0"
"59778",5,0,1,19,5.1,89,"0"
"59779",2,0,2,20,5.3,85,"0"
"59780",9,0,2,18,5.8,100,"0"
"59781",6,0,1,17,6.9,99,"0"
"59782",13,0,2,17,6.6,98,"0"
"59783",5,0,1,17,6.2,99,"0"
"59784",13,0,1,18,6,94,"0"
"59785",5,0,1,17,6,97,"0"
"59786",13,0,1,17,6.6,83,"0"
"59787",15,0,1,17,6.9,98,"0"
"59788",13,0,1,17,5.9,99,"0"
"59789",13,0,2,17,5.1,85,"0"
"59790",8,0,2,17,6.2,93,"0"
"59791",5,0,1,17,5.4,95,"0"
"59792",9,0,1,18,5.8,100,"0"
"59793",13,0,2,18,6.4,80,"0"
"59794",5,0,1,19,5.1,67,"0"
"59795",13,0,2,17,6.7,95,"0"
"59796",6,0,1,18,6.3,89,"0"
"59797",9,0,2,17,5.8,97,"0"
"59798",9,0,1,17,6.1,98,"0"
"59799",13,0,2,17,6.8,87,"0"
"59800",13,0,1,17,5.3,94,"0"
"59801",13,0,1,18,6.3,95,"0"
"59802",13,0,1,17,5.6,94,"0"
"59803",5,0,2,24,5.2,100,"0"
"59804",5,0,2,17,6.7,93,"0"
"59805",5,0,2,17,6.3,95,"0"
"59806",13,0,1,19,6.5,99,"0"
"59807",13,0,1,17,5.7,89,"0"
"59808",4,0,2,17,5.8,94,"0"
"59809",13,0,1,17,5.7,99,"0"
"59810",13,0,1,17,5.6,90,"0"
"59811",7,0,2,18,6.2,94,"0"
"59812",8,0,2,17,5.8,97,"0"
"59813",13,0,1,17,5.8,95,"0"
"59814",13,0,2,31,6.9,100,"0"
"59815",9,0,1,18,5.7,95,"0"
"59816",13,0,1,18,5.3,90,"0"
"59817",10,0,1,17,5.8,97,"0"
"59818",10,0,2,17,5.3,95,"0"
"59819",13,0,2,17,5.1,89,"0"
"59820",13,0,2,17,6.6,94,"0"
"59821",3,0,1,17,6.5,99,"0"
"59822",13,0,2,17,6.1,91,"0"
"59823",5,0,1,18,5.2,99,"0"
"59824",4,0,1,17,5.7,99,"0"
"59825",4,0,1,17,6.4,99,"0"
"59826",13,0,2,17,5.6,90,"0"
"59827",13,0,2,17,5.6,92,"0"
"59828",13,0,2,17,5.8,89,"0"
"59829",13,0,2,17,5.8,91,"0"
"59830",9,0,2,19,6,98,"0"
"59831",5,0,1,18,6.4,98,"0"
"59832",6,0,2,17,5.6,94,"0"
"59833",8,0,1,17,5.5,95,"0"
"59834",13,0,1,17,6.3,95,"0"
"59835",16,0,1,19,5.2,94,"0"
"59836",5,0,2,17,6.2,75,"0"
"59837",9,0,1,18,5.9,89,"0"
"59838",13,0,1,18,5.4,85,"0"
"59839",7,0,1,17,5.9,100,"0"
"59840",13,0,2,20,6,92,"0"
"59841",5,0,2,17,5.4,93,"0"
"59842",5,0,2,37,6.5,74,"0"
"59843",6,0,1,17,5.6,100,"0"
"59844",6,0,1,17,5.3,93,"0"
"59845",5,0,2,17,6.5,97,"0"
"59846",13,0,1,17,5.8,98,"0"
"59847",3,0,2,17,6.3,97,"0"
"59848",3,0,2,17,5.9,89,"0"
"59849",8,0,1,17,6.2,98,"0"
"59850",7,0,2,17,6.8,97,"0"
"59851",13,0,2,17,6,96,"0"
"59852",2,0,2,17,6.3,91,"0"
"59853",16,0,2,17,6,74,"0"
"59854",16,0,1,17,5.9,99,"0"
"59855",8,0,1,18,6.1,86,"0"
"59856",8,0,2,17,6.1,93,"0"
"59857",13,0,1,23,4.8,85,"0"
"59858",5,0,1,17,6.4,97,"0"
"59859",5,0,2,17,6.9,97,"0"
"59860",8,0,1,17,6.8,93,"0"
"59861",3,0,2,18,5,86,"0"
"59862",13,0,1,18,5.1,89,"0"
"59863",5,0,1,17,6,97,"0"
"59864",13,0,2,17,5.8,95,"0"
"59865",13,0,1,17,6.4,100,"1"
"59866",6,0,1,18,5.1,100,"0"
"59867",5,0,2,17,5.7,79,"0"
"59868",5,0,1,17,5.8,97,"0"
"59869",9,0,2,17,6.5,98,"0"
"59870",5,0,2,17,6.6,98,"0"
"59871",8,0,1,18,5,91,"0"
"59872",6,0,2,17,5.4,86,"0"
"59873",12,0,2,17,5.5,85,"0"
"59874",8,0,2,19,4.8,91,"0"
"59875",5,0,1,17,5.8,91,"0"
"59876",1,0,1,17,6.4,98,"0"
"59877",3,0,1,18,5.2,88,"0"
"59878",10,0,2,19,6,82,"0"
"59879",11,0,1,19,5.7,100,"0"
"59880",6,0,2,18,5.9,35,"0"
"59881",13,0,1,17,4.9,85,"0"
"59882",13,0,1,18,5.5,91,"0"
"59883",7,0,2,17,5.7,93,"0"
"59884",7,0,2,17,6.1,99,"0"
"59885",13,0,2,18,6.2,87,"0"
"59886",4,0,1,17,5.6,92,"0"
"59887",8,0,2,18,6,90,"0"
"59888",5,0,1,17,5.4,88,"0"
"59889",13,0,1,17,5.4,85,"0"
"59890",13,0,2,17,6.4,88,"0"
"59891",13,0,1,17,6.6,98,"0"
"59892",4,0,2,28,6.5,100,"0"
"59893",3,0,1,17,5.4,91,"0"
"59894",13,0,1,17,5.7,100,"0"
"59895",13,0,1,17,5.6,97,"0"
"59896",11,0,2,18,6.6,86,"0"
"59897",13,0,1,17,5.7,96,"0"
"59898",6,0,2,18,5.1,94,"0"
"59899",13,0,1,17,6.7,99,"0"
"59900",13,0,1,18,6.1,90,"0"
"59901",13,0,1,18,5.4,90,"0"
"59902",13,0,1,18,6.3,85,"0"
"59903",8,0,1,17,6.1,97,"0"
"59904",13,0,1,17,5.2,91,"0"
"59905",6,0,1,17,6.4,96,"0"
"59906",6,0,1,17,5.9,98,"0"
"59907",13,0,2,18,4.7,85,"0"
"59908",7,0,1,17,4.9,97,"0"
"59909",10,0,1,17,6.7,96,"1"
"59910",13,0,2,17,6.6,93,"0"
"59911",2,0,2,17,5.3,99,"0"
"59912",13,0,2,18,5.5,79,"0"
"59913",5,0,1,17,5.6,97,"0"
"59914",13,0,2,18,5.4,83,"0"
"59915",2,0,2,19,5.4,88,"0"
"59916",10,0,2,17,6.6,96,"0"
"59917",10,0,1,17,6.2,89,"0"
"59918",7,0,2,18,6.1,96,"0"
"59919",6,0,2,18,6,97,"0"
"59920",13,0,2,17,5.4,92,"0"
"59921",13,0,2,21,5.8,81,"0"
"59922",13,0,2,17,5.4,98,"0"
"59923",13,0,1,20,4.7,95,"0"
"59924",10,0,2,43,5.9,100,"0"
"59925",16,0,2,17,6.2,98,"0"
"59926",8,0,2,19,5.3,85,"0"
"59927",2,0,2,17,6.3,96,"0"
"59928",2,0,1,17,6.2,100,"0"
"59929",5,0,2,17,5.6,95,"0"
"59930",7,0,2,17,6.6,95,"0"
"59931",4,0,2,17,6.2,97,"0"
"59932",4,0,1,17,6,80,"0"
"59933",8,0,2,17,5.9,91,"0"
"59934",13,0,1,19,5,93,"0"
"59935",2,0,2,17,5.9,96,"0"
"59936",13,0,1,17,6.5,94,"0"
"59937",9,0,1,17,5.5,99,"0"
"59938",10,0,2,21,5.3,100,"0"
"59939",13,0,1,17,6,97,"0"
"59940",7,0,2,17,5.9,97,"0"
"59941",4,0,1,17,5.8,88,"0"
"59942",13,0,1,18,6.4,80,"0"
"59943",12,0,1,17,6.3,92,"0"
"59944",8,0,2,17,6.3,95,"0"
"59945",5,0,1,17,6.4,96,"0"
"59946",8,0,1,17,6.5,95,"0"
"59947",8,0,2,17,6.7,98,"0"
"59948",3,0,1,17,5.8,95,"0"
"59949",3,0,2,17,6.5,97,"0"
"59950",5,0,1,17,5.2,88,"0"
"59951",13,0,2,17,5.7,98,"0"
"59952",6,1,2,17,6.6,98,"0"
"59953",6,0,1,17,5.8,95,"0"
"59954",13,0,1,18,5.3,92,"0"
"59955",13,0,1,17,6.4,91,"0"
"59956",8,0,1,17,5.6,80,"0"
"59957",14,0,1,31,5.2,93,"0"
"59958",8,0,1,17,6.2,99,"0"
"59959",13,0,1,17,6.8,88,"0"
"59960",9,0,2,17,6.1,95,"0"
"59961",9,0,2,17,6.6,93,"0"
"59962",9,0,2,17,5.9,94,"0"
"59963",13,0,1,17,5.7,96,"0"
"59964",5,0,1,17,6.3,98,"0"
"59965",5,0,1,17,5.6,91,"0"
"59966",10,0,2,18,6.2,100,"0"
"59967",13,0,2,17,6.4,98,"0"
"59968",13,0,1,17,6.6,98,"0"
"59969",1,0,1,17,5.2,90,"0"
"59970",15,0,1,17,6.8,97,"0"
"59971",5,0,1,17,5.7,97,"0"
"59972",13,0,1,17,5,79,"0"
"59973",13,0,2,17,5.6,49,"0"
"59974",5,0,2,17,6.5,100,"0"
"59975",13,0,1,18,6.7,96,"0"
"59976",13,0,1,17,6,99,"0"
"59977",5,0,2,17,6.3,96,"0"
"59978",13,0,1,18,4.4,100,"0"
"59979",6,0,2,17,5.7,67,"0"
"59980",13,0,1,36,5.2,98,"0"
"59981",5,0,1,18,5.8,93,"0"
"59982",16,0,1,17,6.1,97,"0"
"59983",16,0,2,17,6.2,92,"0"
"59984",14,0,2,17,6.3,89,"0"
"59985",13,0,1,17,6.1,90,"0"
"59986",5,0,1,17,5.1,89,"0"
"59987",13,0,2,28,4.9,85,"0"
"59988",2,0,2,18,5.4,95,"0"
"59989",9,0,2,17,5.8,85,"0"
"59990",10,1,1,18,5.3,91,"0"
"59991",13,0,2,33,5.8,85,"0"
"59992",4,0,1,17,6,99,"0"
"59993",2,0,2,17,5.9,91,"0"
"59994",13,0,1,17,6.3,90,"0"
"59995",6,0,1,17,5.8,73,"0"
"59996",9,0,1,18,5,89,"0"
"59997",13,0,1,17,6,90,"0"
"59998",13,0,2,17,5.6,90,"0"
"59999",1,0,2,17,6.5,81,"0"
"60000",13,0,1,17,6,95,"0"
"60001",8,0,1,18,4.9,95,"0"
"60002",9,0,2,17,6.3,69,"0"
"60003",13,0,2,18,6.1,94,"0"
"60004",13,0,2,17,5.9,77,"0"
"60005",13,0,2,19,5.4,88,"0"
"60006",13,0,1,19,4.6,79,"0"
"60007",5,0,1,17,5.4,58,"0"
"60008",4,0,2,17,5.8,99,"0"
"60009",13,0,2,17,6.1,93,"0"
"60010",4,0,2,17,5.7,93,"0"
"60011",13,0,1,18,6.3,85,"0"
"60012",9,0,1,17,6.1,97,"0"
"60013",6,0,2,17,6.7,84,"0"
"60014",9,0,1,17,6.1,91,"0"
"60015",10,0,1,17,5.5,91,"0"
"60016",3,0,1,19,4.9,31,"0"
"60017",10,0,2,17,5.7,93,"0"
"60018",4,0,2,17,5.8,100,"0"
"60019",4,0,1,17,5.6,90,"0"
"60020",8,0,2,17,6.5,87,"0"
"60021",5,0,1,18,5.7,92,"0"
"60022",13,0,1,18,5.5,94,"0"
"60023",4,0,1,17,6.4,87,"0"
"60024",13,0,1,17,5.8,99,"0"
"60025",13,0,1,17,5,97,"0"
"60026",5,0,2,17,6.1,100,"0"
"60027",13,0,2,17,5.3,97,"0"
"60028",4,0,1,18,5.1,91,"0"
"60029",13,0,2,17,5.7,87,"0"
"60030",9,0,2,17,6.8,96,"0"
"60031",6,0,1,32,6.1,100,"0"
"60032",13,0,1,17,5.5,90,"0"
"60033",15,0,2,17,6.6,97,"0"
"60034",13,0,1,19,5.5,85,"0"
"60035",13,0,1,18,6.8,95,"1"
"60036",13,0,1,18,6.8,98,"0"
"60037",9,0,2,17,6.2,95,"0"
"60038",9,0,1,17,4.9,85,"0"
"60039",13,0,1,19,5.1,99,"0"
"60040",13,0,1,17,4.5,69,"0"
"60041",5,0,2,17,5.5,91,"0"
"60042",8,0,1,17,5.5,96,"0"
"60043",8,0,2,17,6.8,97,"0"
"60044",5,0,1,17,6.3,94,"0"
"60045",5,0,2,17,5.9,84,"0"
"60046",10,0,2,17,6.4,92,"0"
"60047",13,0,2,17,6.4,100,"0"
"60048",5,0,2,17,5.7,98,"0"
"60049",2,0,1,17,5.2,92,"0"
"60050",4,0,2,17,6.3,97,"0"
"60051",16,0,1,17,6.2,92,"0"
"60052",1,0,1,17,5.9,94,"0"
"60053",13,0,1,17,6.4,90,"0"
"60054",14,1,1,17,5.6,85,"0"
"60055",14,0,1,17,5.5,94,"0"
"60056",15,0,2,17,6.6,96,"0"
"60057",13,0,2,18,5.4,90,"0"
"60058",13,0,2,17,6.1,91,"0"
"60059",5,0,2,20,6.2,98,"0"
"60060",8,0,2,17,6.3,90,"0"
"60061",11,0,2,17,6.9,90,"0"
"60062",8,0,1,19,5.3,93,"0"
"60063",10,0,2,17,6.3,87,"0"
"60064",13,0,1,17,6.3,98,"0"
"60065",13,0,2,17,6.6,89,"0"
"60066",13,0,1,17,6.3,100,"0"
"60067",13,0,1,19,6,85,"0"
"60068",10,0,1,17,6.9,99,"0"
"60069",8,0,1,19,5.8,88,"0"
"60070",7,0,1,17,5.1,96,"0"
"60071",5,0,2,17,6.7,98,"0"
"60072",12,0,2,19,5.1,86,"0"
"60073",10,0,2,17,6,99,"0"
"60074",8,0,2,18,5.7,93,"0"
"60075",13,0,1,19,5,90,"0"
"60076",13,0,1,17,6.9,97,"0"
"60077",13,0,2,17,6,87,"0"
"60078",13,0,1,19,4.6,92,"0"
"60079",7,0,1,17,5.3,82,"0"
"60080",13,0,2,17,6.7,93,"1"
"60081",16,0,2,19,5.2,86,"0"
"60082",13,0,1,18,5.6,75,"0"
"60083",13,0,2,18,5.8,91,"0"
"60084",13,0,2,19,6,83,"0"
"60085",2,0,2,17,5,91,"0"
"60086",13,0,1,18,6.3,96,"0"
"60087",13,0,1,17,6.1,95,"0"
"60088",10,0,1,19,5.7,95,"0"
"60089",8,0,1,17,6.4,93,"0"
"60090",13,0,1,17,5.7,88,"0"
"60091",13,0,2,16,5.5,86,"0"
"60092",2,0,2,17,6.1,92,"0"
"60093",4,0,2,18,6.5,97,"0"
"60094",10,0,1,17,5.6,86,"0"
"60095",13,0,2,17,5.7,88,"0"
"60096",13,0,1,17,5.2,86,"0"
"60097",8,0,2,17,6.7,86,"0"
"60098",13,0,2,17,5.9,91,"0"
"60099",13,1,1,17,6.3,96,"0"
"60100",3,0,1,17,6.5,90,"1"
"60101",4,0,1,17,6.5,93,"0"
"60102",9,0,2,18,6.4,98,"0"
"60103",6,0,2,17,6.3,94,"0"
"60104",8,0,1,17,5.6,99,"0"
"60105",14,0,1,17,5.2,85,"0"
"60106",8,0,1,18,6.8,91,"0"
"60107",9,0,1,19,6.2,95,"0"
"60108",13,0,1,17,5,87,"0"
"60109",13,0,1,17,6.1,93,"0"
"60110",13,0,1,23,4.5,82,"0"
"60111",5,0,1,17,5,93,"0"
"60112",8,0,1,17,6.2,100,"0"
"60113",15,0,1,17,5.9,94,"0"
"60114",13,0,2,17,6,100,"0"
"60115",13,0,1,18,6.1,98,"0"
"60116",7,0,2,19,5.4,97,"0"
"60117",16,0,2,17,6.7,97,"0"
"60118",8,0,1,18,6.1,86,"0"
"60119",8,0,2,18,5,43,"0"
"60120",5,0,2,17,6.4,95,"0"
"60121",8,0,1,18,6,93,"0"
"60122",13,0,1,19,5.6,80,"0"
"60123",13,0,1,19,5.2,93,"0"
"60124",13,0,1,18,5.1,76,"0"
"60125",5,0,2,17,6.4,96,"0"
"60126",4,0,2,18,5.9,98,"0"
"60127",5,0,1,17,5.5,86,"0"
"60128",13,0,2,17,5.4,94,"0"
"60129",4,0,1,17,5.5,99,"1"
"60130",13,0,2,17,5.9,98,"0"
"60131",11,0,1,17,6.2,99,"0"
